"device","type_device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VFE1595","VFE","13.7479998499999994 "," 100.479928889999996","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,0,20,4,8,12
"VFE1595","VFE","13.7479998499999994 "," 100.479928889999996","ภาคกลาง","VEND","ชเวปส์",16.0,1,22,28,5,9,12
"VFE160","VFE","13.5986077499999993 "," 100.7659041","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",11.0,1,10,34,4,29,12
"VFE161","VFE","13.5985331499999997 "," 100.766233929999999","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",17.0,1,9,25,4,8,12
"VFE1610","VFE","14.3314114799999999 "," 100.60920093","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",12.0,1,11,20,5,2,12
"VFE1610","VFE","14.3314114799999999 "," 100.60920093","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",11.0,1,11,42,1,12,12
"VFE1614","VFE","13.6504182800000002 "," 100.485025129999997","ภาคกลาง","VEND","โค้ก-ซีโร่ 245ml. (1x12)",13.0,1,19,48,1,5,12
"VFE1615","VFE","13.5859036599999996 "," 100.750958830000002","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",11.0,1,15,15,6,24,12
"VFE1616","VFE","13.8906235999999996 "," 100.580735050000001","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",14.0,1,14,45,4,8,12
"VFE1617","VFE","13.9640492500000004 "," 100.734858889999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,20,19,2,6,12
"VFE1617","VFE","13.9640492500000004 "," 100.734858889999998","ภาคกลาง","VEND","เอส-โคล่า",11.0,1,13,30,0,25,12
"VFE163","VFE","13.5986176699999994 "," 100.765875469999997","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",11.0,1,11,1,4,29,12
"VFE163","VFE","13.5986176699999994 "," 100.765875469999997","ภาคกลาง","VEND","611 เอ็มจอย ml. องุ่น",12.0,1,16,15,0,11,12
"VFE1632","VFE","13.5858290099999994 "," 100.751094870000003","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",12.0,1,9,13,6,17,12
"VFE1632","VFE","13.5858290099999994 "," 100.751094870000003","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",17.0,1,8,19,1,19,12
"VFE1632","VFE","13.5858290099999994 "," 100.751094870000003","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",17.0,1,8,20,1,19,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,12,21,3,28,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",10.0,1,12,21,3,28,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",11.0,1,18,52,2,27,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",13.0,1,12,58,0,25,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","UFC- เฉาก๊วย",13.0,1,13,0,0,25,12
"VFE1647","VFE","13.66757402 "," 100.442344469999995","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",10.0,1,12,34,1,26,12
"VFE1648","VFE","13.8665132999999994 "," 100.497858559999997","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",12.0,1,18,45,6,24,12
"VFE1669","VFE","13.8559547100000007 "," 100.680864700000001","ภาคกลาง","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.",18.0,1,23,13,5,23,12
"VFE1673","VFE","12.8019274999999997 "," 100.913117409999998","ภาคใต้","VEND","ชเวปส์",16.0,1,12,32,6,31,12
"VFE1675","VFE","13.5859526699999993 "," 100.751041999999998","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",13.0,1,20,26,2,27,12
"VFE1675","VFE","13.5859526699999993 "," 100.751041999999998","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",13.0,1,20,27,2,27,12
"VFE1675","VFE","13.5859526699999993 "," 100.751041999999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,20,25,2,27,12
"VFE1681","VFE","13.6574123499999995 "," 100.64857241","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,22,40,4,8,12
"VFE1681","VFE","13.6574123499999995 "," 100.64857241","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,13,51,6,10,12
"VFE1681","VFE","13.6574123499999995 "," 100.64857241","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",9.0,1,13,59,6,10,12
"VFE1681","VFE","13.6574123499999995 "," 100.64857241","ภาคกลาง","VEND","เอส-โคล่า",11.0,1,22,41,4,8,12
"VFE1686","VFE","14.48089592 "," 100.911986619999993","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",10.0,1,9,26,0,11,12
"VFE1689","VFE","13.6943770100000002 "," 100.408283409999996","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",11.0,1,21,46,5,30,12
"VFE1690","VFE","13.7669246199999993 "," 100.644153639999999","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",12.0,1,11,36,6,17,12
"VFE1690","VFE","13.7669246199999993 "," 100.644153639999999","ภาคกลาง","VEND","เอส-โคล่า",13.0,1,19,49,3,7,12
"VFE1690","VFE","13.7669246199999993 "," 100.644153639999999","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",11.0,1,19,48,3,7,12
"VFE1690","VFE","13.7669246199999993 "," 100.644153639999999","ภาคกลาง","VEND","เอส-โคล่า",13.0,1,16,1,6,3,12
"VFE1692","VFE","12.8304999199999994 "," 101.129206600000003","ภาคใต้","VEND","โค้ก-ซีโร่ 245ml. (1x12)",15.0,1,14,32,5,9,12
"VFE1692","VFE","12.8304999199999994 "," 101.129206600000003","ภาคใต้","VEND","611 เอ็มจอย ml. องุ่น",12.0,1,23,10,4,22,12
"VFE1693","VFE","13.8548901900000008 "," 100.680814670000004","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",12.0,1,12,38,5,23,12
"VFE1693","VFE","13.8548901900000008 "," 100.680814670000004","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",11.0,1,16,6,0,18,12
"VFE1693","VFE","13.8548901900000008 "," 100.680814670000004","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",13.0,1,20,39,4,8,12
"VFE1693","VFE","13.8548901900000008 "," 100.680814670000004","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",11.0,1,14,59,6,3,12
"VFE1697","VFE","13.1241970400000003 "," 100.91714417","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)",10.0,1,21,14,1,5,12
"VFE1697","VFE","13.1241970400000003 "," 100.91714417","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",10.0,1,12,22,2,27,12
"VFE170","VFE","12.9490443499999994 "," 100.891264309999997","ภาคใต้","VEND","ลิปตัน ไอซ์ที",18.0,1,16,36,5,16,12
"VFE170","VFE","12.9490443499999994 "," 100.891264309999997","ภาคใต้","VEND","เอ็ม-150",13.0,1,16,38,0,18,12
"VFE170","VFE","12.9490443499999994 "," 100.891264309999997","ภาคใต้","VEND","เนสกาแฟ - ลาเต้",18.0,1,10,55,0,11,12
"VFE1717","VFE","13.7122390099999993 "," 100.407775979999997","ภาคกลาง","VEND","เอ็ม-150",12.0,1,8,1,6,10,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","UFC- เฉาก๊วย",15.0,1,19,46,0,25,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",12.0,1,16,30,6,17,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","เอส-โคล่า",13.0,1,21,36,5,9,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","เอส-โคล่า",13.0,1,11,30,2,27,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",13.0,1,19,57,6,24,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",12.0,1,16,29,3,28,12
"VFE1734","VFE","13.5857658699999995 "," 100.7510738","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",13.0,1,21,56,5,30,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.",16.0,1,16,49,5,16,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",9.0,1,14,39,4,29,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,17,0,0,18,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,16,47,5,16,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",12.0,1,17,0,0,18,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",12.0,1,16,22,3,28,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",11.0,1,21,11,5,30,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",15.0,1,14,20,0,11,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",17.0,1,11,22,1,5,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เอ็ม-150",10.0,1,5,8,4,29,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",12.0,1,17,41,0,25,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",17.0,1,16,8,5,9,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เอ็ม-150",10.0,1,16,6,5,30,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เอ็ม-150",10.0,1,12,19,6,31,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",12.0,1,20,24,3,7,12
"VFE1743","VFE","12.7402110200000003 "," 101.080864700000006","ภาคใต้","VEND","คาราบาวแดง",10.0,1,15,12,2,27,12
"VFE1743","VFE","12.7402110200000003 "," 101.080864700000006","ภาคใต้","VEND","เป๊ปซี่-สลิม",14.0,1,22,3,6,3,12
"VFE1743","VFE","12.7402110200000003 "," 101.080864700000006","ภาคใต้","VEND","แฟนต้า-แดง  (1x24)",14.0,1,16,55,5,9,12
"VFE1747","VFE","13.0502622400000003 "," 101.089106490000006","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",12.0,1,12,29,6,10,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",13.0,1,11,28,1,5,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,11,46,1,5,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",11.0,1,12,41,1,5,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",11.0,1,16,35,1,5,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",16.0,1,14,35,2,6,12
"VFE1749","VFE","13.7306898900000007 "," 100.58594411","ภาคกลาง","VEND","เป๊ปซี่-สลิม",14.0,1,18,27,5,9,12
"VFE1757","VFE","13.7217443200000009 "," 100.499545380000001","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,17,57,1,19,12
"VFE1761","VFE","13.7116231400000004 "," 100.408065980000003","ภาคกลาง","VEND","บิ๊กกรีนที",12.0,1,18,28,6,24,12
"VFE1761","VFE","13.7116231400000004 "," 100.408065980000003","ภาคกลาง","VEND","เอ็ม-150",12.0,1,10,11,4,29,12
"VFE1768","VFE","13.7115600999999998 "," 100.408216150000001","ภาคกลาง","VEND","เป๊ปซี่-สลิม",15.0,1,16,24,4,29,12
"VFE1769","VFE","13.7118122499999995 "," 100.407931610000006","ภาคกลาง","VEND","เป๊ปซี่-สลิม",15.0,1,16,24,4,29,12
"VFE1769","VFE","13.7118122499999995 "," 100.407931610000006","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",17.0,1,9,1,3,21,12
"VFE177","VFE","13.7787042500000005 "," 100.558574710000002","ภาคกลาง","VEND","เอ็ม-150",10.0,1,8,10,3,28,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เอ็ม-150",13.0,1,5,22,1,5,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,16,19,3,7,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",11.0,1,16,40,6,3,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",11.0,1,12,11,0,4,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",11.0,1,15,34,5,9,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",10.0,1,20,16,6,17,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,13,12,0,25,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เอ็ม-150",13.0,1,12,30,3,14,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","บิ๊กกรีนที",11.0,1,21,20,5,23,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",13.0,1,13,12,0,25,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",11.0,1,15,10,0,11,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)",11.0,1,12,10,0,4,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",17.0,1,5,53,4,15,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","UFC- เฉาก๊วย",14.0,1,21,51,1,12,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เบอร์ดี้เอสเปรสโซ",16.0,1,17,1,3,28,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",11.0,1,17,2,6,24,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","คาราบาวแดง",11.0,1,16,17,4,22,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",11.0,1,13,55,5,9,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","ชเวปส์",17.0,1,15,59,6,31,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,12,10,0,4,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",13.0,1,13,42,0,4,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",11.0,1,12,9,0,4,12
"VFE1793","VFE","13.8514069299999996 "," 100.530693940000006","ภาคกลาง","VEND","เป๊ปซี่-สลิม",13.0,1,15,35,3,14,12
"VFE180","VFE","13.8087758300000001 "," 100.052122049999994","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า","17.00","1","5","32","6","10","12"
"VFE180","VFE","13.8087758300000001 "," 100.052122049999994","ภาคกลาง","VEND","ชเวปส์","18.00","1","10","55","0","25","12"
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.","9.00","1","13","7","1","26","12"
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","10.00","1","12","22","5","30","12"
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา","11.00","1","13","37","0","25","12"
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","เอ็ม-150","10.00","1","12","23","3","28","12"
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","10.00","1","13","35","6","24","12"
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","ชเวปส์","16.00","1","16","42","4","8","12"
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","บิ๊กกรีนที","10.00","1","19","9","3","28","12"
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.","9.00","1","11","41","5","23","12"
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ","15.00","1","11","16","5","30","12"
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว","10.00","1","16","43","4","8","12"
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า","15.00","1","7","53","3","21","12"
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","เบอร์ดี้เอสเปรสโซ","15.00","1","8","0","2","20","12"
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","โค้ก-สลิม (1x24)","13.00","1","10","21","6","17","12"
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม","13.00","1","10","21","6","17","12"
"VFE1809","VFE","13.7073247499999997 "," 100.355421079999999","ภาคกลาง","VEND","ชเวปส์","16.00","1","15","57","4","15","12"
"VFE1820","VFE","13.6329486899999992 "," 100.431174909999996","ภาคกลาง","VEND","โค้ก-สลิม (1x24)","13.00","1","11","34","5","2","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","บิ๊กกรีนที","12.00","1","18","56","5","9","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","ผลิตภัณฑ์นมจืด ตรา ว้าวว","5.00","1","12","32","0","11","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","ชเวปส์","18.00","1","11","34","3","7","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว","12.00","1","6","54","5","30","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","12.00","1","13","57","3","14","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เอ็ม-150","12.00","1","19","39","3","7","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","ลิปตัน ไอซ์ที","15.00","1","16","28","6","3","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เป๊ปซี่-สลิม","15.00","1","16","40","1","12","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.","11.00","1","11","44","0","11","12"
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","611 เอ็มจอย ml. องุ่น","12.00","1","17","28","1","12","12"
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml","12.00","1","12","48","0","11","12"
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","โค้ก-สลิม (1x24)","14.00","1","14","42","1","12","12"
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","ชเวปส์","17.00","1","17","19","1","12","12"
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.","17.00","1","10","12","3","14","12"
"VFE1890","VFE","13.7423756000000008 "," 100.580659370000006","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว","11.00","1","19","11","0","11","12"
"VFE1890","VFE","13.7423756000000008 "," 100.580659370000006","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.","10.00","1","13","36","5","23","12"
"VFE1890","VFE","13.7423756000000008 "," 100.580659370000006","ภาคกลาง","VEND","โค้ก-สลิม (1x24)","14.00","1","6","54","6","31","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ","15.00","1","8","29","4","29","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า","15.00","1","7","50","4","8","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า","15.00","1","8","58","2","27","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","คาราบาวแดง","10.00","1","10","7","6","24","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เบอร์ดี้เอสเปรสโซ","15.00","1","7","46","1","19","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เป๊ปซี่-สลิม","13.00","1","8","54","2","27","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)","10.00","1","8","55","2","27","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว","10.00","1","16","42","2","27","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","10.00","1","10","4","6","24","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","คาราบาวแดง","10.00","1","8","1","6","17","12"
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เป๊ปซี่-สลิม","13.00","1","11","26","3","7","12"
"VFE191","VFE","13.5987216499999999 "," 100.766129669999998","ภาคกลาง","VEND","เอ็ม-150","13.00","1","9","13","4","22","12"
"VFE1916","VFE","13.9408014199999997 "," 100.553290250000003","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml","13.00","1","14","56","5","23","12"
"VFE1916","VFE","13.9408014199999997 "," 100.553290250000003","ภาคกลาง","VEND","คาราบาวแดง","12.00","1","15","13","2","13","12"
"VFE1920","VFE","13.5844458100000001 "," 100.609524059999998","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml","13.00","1","20","54","4","22","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เอ็ม-150","11.00","1","17","14","6","24","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)","11.00","1","20","53","2","27","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.","10.00","1","21","56","5","23","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","611 เอ็มจอยml ลิ้นจี่","11.00","1","14","5","5","16","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ","16.00","1","3","17","2","6","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","ชเวปส์","17.00","1","12","55","0","4","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ","16.00","1","21","48","2","20","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","13.00","1","17","12","6","24","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา","12.00","1","16","54","0","4","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","UFC- เฉาก๊วย","14.00","1","15","59","6","24","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.","10.00","1","16","43","1","26","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ","11.00","1","10","34","0","25","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml","12.00","1","16","46","6","24","12"
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ","11.00","1","15","18","5","16","12"
