"device","type_device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VFE2401","VFE","13.7430346100000005 "," 100.615277359999993","ภาคกลาง","VEND","บิ๊กกรีนที",50.0,5,15,57,2,27,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",45.0,5,17,36,3,14,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",55.0,5,15,30,5,30,12
"VFE2449","VFE","13.8618009799999999 "," 100.611221200000003","ภาคกลาง","VEND","ชเวปส์",90.0,5,10,24,1,12,12
"VFE1608","VFE","13.6869628599999995 "," 100.611713800000004","ภาคกลาง","VEND","เป๊ปซี่-สลิม",40.0,5,15,46,5,30,12
"VFE2084","VFE","13.8070061200000005 "," 100.724613660000003","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",75.0,5,19,30,3,7,12
"VFE770","VFE","13.6443500800000006 "," 100.714311440000003","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",60.0,5,16,29,1,12,12
"VFE2105","VFE","13.7142620700000002 "," 100.483698610000005","ภาคกลาง","VEND","UFC- เฉาก๊วย",65.0,5,19,6,5,23,12
"VFE726","VFE","13.7047154599999992 "," 100.310834069999999","ภาคกลาง","VEND","เอ็ม-150",50.0,5,4,51,0,18,12
"VFS1739","VFS","13.77993749 "," 100.676733260000006","ภาคกลาง","VEND","พริงเกิลส์-ดั้งเดิม",100.0,5,13,22,1,26,12
"VFE537","VFE","14.0243080899999999 "," 100.294461139999996","ภาคกลาง","VEND","บิ๊กกรีนที",55.0,5,14,57,4,29,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",65.0,5,12,54,0,4,12
"VFE1431","VFE","13.8043961799999995 "," 100.614648930000001","ภาคกลาง","VEND","เอ็ม-150",60.0,5,14,25,2,20,12
"VFE1443","VFE","13.5858283499999999 "," 100.750976559999998","ภาคกลาง","VEND","คาราบาวแดง",60.0,5,12,47,6,10,12
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",50.0,5,19,25,5,30,12
"VFE1347","VFE","14.7023552599999991 "," 101.462720970000007","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",85.0,5,10,24,6,24,12
"VFE2423","VFE","14.2910765000000008 "," 100.559717649999996","ภาคกลาง","VEND","บิ๊กกรีนที",50.0,5,10,8,2,27,12
"VFE2390","VFE","13.8738312300000004 "," 100.526876200000004","ภาคกลาง","VEND","เป๊ปซี่-สลิม",70.0,5,22,1,4,22,12
"VFE2137","VFE","13.7358362899999999 "," 100.341421830000002","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",65.0,5,20,13,5,9,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","คาราบาวแดง",50.0,5,7,58,4,29,12
"VFE2423","VFE","14.2910765000000008 "," 100.559717649999996","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",62.0,5,8,12,1,26,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",55.0,5,14,11,3,28,12
"VFE780","VFE","13.8320200900000003 "," 100.719450050000006","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",50.0,5,5,54,4,22,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","เนสกาแฟ -เอสเปรสโซ",80.0,5,11,23,6,31,12
"VFE1769","VFE","13.7118122499999995 "," 100.407931610000006","ภาคกลาง","VEND","คาราบาวแดง",60.0,5,12,38,4,29,12
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",40.0,4,8,43,5,23,12
"VFS1655","VFS","13.5859037800000007 "," 100.751061789999994","ภาคกลาง","VEND","เขาช่อง ถั่วลิสงอบเกลือ 42 g.",40.0,4,21,49,1,12,12
"VFE2065","VFE","12.8801501799999993 "," 100.884887289999995","ภาคใต้","VEND","โค้ก-สลิม (1x24)",52.0,4,14,5,6,31,12
"VFE2338","VFE","13.6207867900000004 "," 100.755539279999994","ภาคกลาง","VEND","คาราบาวแดง",44.0,4,7,53,3,14,12
"VFE2256","VFE","13.0200562800000004 "," 100.935366509999994","ภาคกลาง","VEND","ผลิตภัณฑ์นมจืด ตรา ว้าวว",20.0,4,20,50,0,18,12
"VFE2482","VFE","13.8782596399999996 "," 100.578768049999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",52.0,4,5,9,6,24,12
"VFE889","VFE","13.6652812699999995 "," 100.516327829999994","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",40.0,4,8,11,1,19,12
"VFE902","VFE","13.6673292899999996 "," 100.448929079999999","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",60.0,4,0,52,4,8,12
"VFE2343","VFE","12.6954618900000007 "," 101.267808599999995","ภาคใต้","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",56.0,4,14,23,6,31,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กกรีนที",40.0,4,18,51,1,19,12
"VFE2344","VFE","12.69603255 "," 101.267757979999999","ภาคใต้","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",48.0,4,10,7,6,24,12
"VFE2208","VFE","13.5856912800000007 "," 100.751035549999997","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",36.0,4,16,6,3,23,11
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","เอ็ม-150",40.0,4,8,27,2,13,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กกรีนที",40.0,4,11,25,0,18,12
"VFE170","VFE","12.9490443499999994 "," 100.891264309999997","ภาคใต้","VEND","เอ็ม-150",52.0,4,18,30,4,15,12
"VFE267","VFE","13.2932545300000005 "," 100.924439699999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",52.0,4,22,22,2,27,12
"VFE1461","VFE","13.5857173099999997 "," 100.751136259999996","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",48.0,4,18,59,5,9,12
"VFE290","VFE","13.82347182 "," 100.480236320000003","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",54.0,4,12,49,1,12,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",64.0,4,18,49,5,30,12
"VFE1461","VFE","13.5857173099999997 "," 100.751136259999996","ภาคกลาง","VEND","คาราบาวแดง",48.0,4,10,42,5,30,12
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",48.0,4,18,7,4,29,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",36.0,4,9,6,5,30,12
"VFE322","VFE","14.5429853100000006 "," 100.950452900000002","ภาคกลาง","VEND","เอ็ม-150",40.0,4,11,18,4,15,12
"VFE2358","VFE","13.8145668799999992 "," 100.718697700000007","ภาคกลาง","VEND","บิ๊กกรีนที",42.0,4,8,10,0,25,12
"VFS1790","VFS","13.7222460099999992 "," 100.520016339999998","ภาคกลาง","VEND","นิสชิน พรีเมี่ยมคัพ รสไก่เผ็ดเกาหลี",80.0,4,16,31,3,28,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","เบอร์ดี้เอสเปรสโซ",60.0,4,11,25,6,31,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","เอ็ม-150",40.0,4,13,27,5,16,12
"VFS1790","VFS","13.7222460099999992 "," 100.520016339999998","ภาคกลาง","VEND","เจเล่บิวตี้ วิตามิน เอ.ซี.อี.150g.",40.0,4,6,51,4,29,12
"VFE1464","VFE","13.5857371300000001 "," 100.751032640000005","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",60.0,4,15,27,0,18,12
"VFE2263","VFE","13.5858532699999994 "," 100.751204049999998","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",60.0,4,2,24,6,31,12
"VFE2137","VFE","13.7358362899999999 "," 100.341421830000002","ภาคกลาง","VEND","โค้ก-ซีโร่ 245ml. (1x12)",52.0,4,22,54,5,30,12
"VFE2137","VFE","13.7358362899999999 "," 100.341421830000002","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",52.0,4,22,53,5,30,12
"VFE1916","VFE","13.9408014199999997 "," 100.553290250000003","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",68.0,4,10,47,6,31,12
"VFE2364","VFE","14.3410982199999992 "," 100.641845279999998","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",40.0,4,9,5,4,22,12
"VFE1918","VFE","14.5397229100000001 "," 100.950602050000001","ภาคกลาง","VEND","เอ็ม-150",48.0,4,13,5,6,31,12
"VFE2366","VFE","13.8901040699999996 "," 100.403748179999994","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",44.0,4,22,44,0,25,12
"VFE2212","VFE","13.7665395900000007 "," 100.568092890000003","ภาคกลาง","VEND","เอ็ม-150",48.0,4,15,45,4,29,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",40.0,4,13,4,1,26,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",44.0,4,15,42,4,29,12
"VFE1742","VFE","13.5854796899999997 "," 100.751010820000005","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",68.0,4,7,8,6,31,12
"VFE1464","VFE","13.5857371300000001 "," 100.751032640000005","ภาคกลาง","VEND","611 เอ็มจอย ml. องุ่น",48.0,4,21,39,4,22,12
"VFE2142","VFE","14.0737394200000008 "," 100.599446049999997","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",44.0,4,16,30,3,28,12
"VFE1617","VFE","13.9640492500000004 "," 100.734858889999998","ภาคกลาง","VEND","เอ็ม-150",40.0,4,18,51,6,24,12
"VFE1466","VFE","13.5857634100000002 "," 100.751025810000002","ภาคกลาง","VEND","ผลิตภัณฑ์นมจืด ตรา ว้าวว",20.0,4,1,22,1,19,12
"VFE1143","VFE","13.6845774900000006 "," 100.436489089999995","ภาคกลาง","VEND","เอส-โคล่า",48.0,4,18,21,5,30,12
"VFE1617","VFE","13.9640492500000004 "," 100.734858889999998","ภาคกลาง","VEND","เอส-โคล่า",44.0,4,19,9,1,26,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",40.0,4,20,32,6,31,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","611 น้ำวิตามินซี (Six.Eleven)",40.0,4,18,25,4,29,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","โดโซะรสกลมกล่อม 56g (10ชิ้น)",76.0,4,15,31,4,8,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",56.0,4,17,32,0,25,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","สแน็คแจ๊ค",40.0,4,15,24,5,18,11
"VFE1798","VFE","13.6178906299999998 "," 100.531435549999998","ภาคกลาง","VEND","เอ็ม-150",40.0,4,12,41,5,30,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","611 เอ็มจอย ml. องุ่น",40.0,4,19,9,1,19,12
"VFS1473","VFS","13.8068741599999996 "," 100.562103399999998","ภาคกลาง","VEND","คอนเน่",40.0,4,18,18,2,27,12
"VFS1473","VFS","13.8068741599999996 "," 100.562103399999998","ภาคกลาง","VEND","ปาร์ตี้ คาราเมล",40.0,4,18,17,2,27,12
"VFE2170","VFE","13.7345498999999993 "," 100.581775230000005","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",56.0,4,1,24,0,25,12
"VFE2278","VFE","13.6888871999999999 "," 100.646219070000001","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",56.0,4,4,0,2,20,12
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",48.0,4,12,29,4,22,12
"VFE1771","VFE","13.7115544699999994 "," 100.408018380000001","ภาคกลาง","VEND","เอ็ม-150",48.0,4,9,38,0,18,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","ลิปตัน ไอซ์ที",60.0,4,9,28,4,22,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",44.0,4,15,31,0,25,12
"VFS1521","VFS","14.0735842499999997 "," 100.597847119999997","ภาคกลาง","VEND","นมไวตามิ้ลค์กล่องสูตรออริจินอล 300CC",40.0,4,19,7,2,20,12
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","เอ็ม-150",40.0,4,13,8,6,3,12
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","คาราบาวแดง",40.0,4,17,35,1,26,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","เขาช่อง ถั่วลิสงอบเกลือ 42 g.",40.0,4,12,54,4,8,12
"VFE2183","VFE","13.77980743 "," 100.507741429999996","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",48.0,4,14,31,5,30,12
"VFE2187","VFE","13.6397309 "," 100.501133370000005","ภาคกลาง","VEND","บิ๊กกรีนที",50.0,4,0,7,5,30,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","เมจิกฟาร์ม -มะพร้าว",44.0,4,20,15,6,31,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",52.0,4,9,37,6,31,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",40.0,4,11,41,4,15,12
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เอ็ม-150",48.0,4,10,14,5,16,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",52.0,4,18,3,4,29,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",52.0,4,20,19,6,31,12
"VFE2423","VFE","14.2910765000000008 "," 100.559717649999996","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",40.0,4,8,33,1,26,12
"VFE2423","VFE","14.2910765000000008 "," 100.559717649999996","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",36.0,4,15,33,1,26,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","เนสกาแฟ - ลาเต้",64.0,4,9,46,6,24,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",64.0,4,14,19,6,24,12
