"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC45373","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,15,29,5,9,12
"VDC45380","13.3960299999999997 "," 101.118690000000001","ภาคกลาง","AIS","Top up TELCO",40.0,1,17,45,3,18,5
"VDC45380","13.3960299999999997 "," 101.118690000000001","ภาคกลาง","AIS","Top up TELCO",40.0,1,7,31,1,22,8
"VDC45385","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,10,34,3,14,9
"VDC45387","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,19,11,0,18,12
"VDC45394","13.4104949999999992 "," 101.065398333333334","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,19,25,1,7,11
"VDC45404","12.6811899999999991 "," 101.034474999999986","ภาคใต้","TMNTOPUP","Top up Wallet",90.0,1,12,40,3,6,7
"VDC45405","13.3286483333333354 "," 100.961200000000005","ภาคกลาง","AIS","Top up TELCO",40.0,1,22,58,5,8,7
"VDC45408","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,20,38,0,6,11
"VDC45409","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,20,56,2,22,2
"VDC45422","14.4299499999999998 "," 102.463386666666665","ภาคกลาง","AIS","Top up TELCO",20.0,1,15,34,5,8,7
"VDC45428","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,19,35,1,14,3
"VDC45434","13.7721700000000009 "," 100.426795000000013","ภาคกลาง","TMNTOPUP","Top up Wallet",90.0,1,8,24,2,25,10
"VDC45437","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,20,27,5,18,2
"VDC45462","0 "," 0","Offline","DTAC","Top up TELCO",10.0,1,15,48,2,8,11
"VDC45638","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45642","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC45647","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,14,31,6,30,7
"VDC45650","16.6354466666666667 "," 101.215555000000009","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45651","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45658","16.7801833333333335 "," 101.246140000000011","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45669","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45670","16.5830649999999977 "," 101.202730000000003","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45670","16.5830649999999977 "," 101.202730000000003","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",180.0,1,17,46,6,24,12
"VDC45680","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC45711","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,18,3,1,12,12
"VDC45711","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",300.0,1,14,52,1,3,10
"VDC45824","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",200.0,1,18,57,5,28,1
"VDC45843","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",400.0,1,12,20,3,29,6
"VDC45856","0 "," 0","Offline","AISPROSERM","Add Package",21.0,1,14,14,4,24,2
"VDC45856","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1700.0,1,22,27,0,28,8
"VDC45863","0 "," 0","Offline","PEA","Bill Utility",170.5,1,8,29,2,4,1
"VDC46003","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",200.0,1,18,13,4,1,12
"VDC46062","13.7446166666666656 "," 100.591778333333338","ภาคกลาง","KTBDEPOSIT","Transfer to Bank",290.0,1,0,33,5,29,4
"VDC46062","13.7446166666666656 "," 100.591778333333338","ภาคกลาง","TRUE","Top up TELCO",20.0,1,7,32,5,5,8
"VDC46062","13.7446166666666656 "," 100.591778333333338","ภาคกลาง","TRUEPROSERM","Add Package",38.0,1,13,11,5,18,11
"VDC46388","0 "," 0","Offline","AIS","Top up TELCO",40.0,1,2,4,2,2,8
"VDC46394","8.38461000000000034 "," 98.3626033333333254","ภาคเหนือ","TMNTOPUP","Top up Wallet",90.0,1,5,17,0,6,11
"VDC46544","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",120.0,1,17,17,3,28,9
"VDC46544","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,10,42,5,11,11
"VDC46544","0 "," 0","Offline","TRUE","Top up TELCO",30.0,1,13,19,3,28,9
"VDC46571","0 "," 0","Offline","AISPROSERM","Add Package",56.0,1,21,48,5,24,6
"VDC46633","12.5947250000000022 "," 99.7803200000000032","ภาคเหนือ","TMNTOPUP","Top up Wallet",45.0,1,23,33,6,17,12
"VDC46637","0 "," 0","Offline","AIS","Top up TELCO",50.0,1,18,9,2,22,11
"VDC46639","14.338971666666664 "," 100.60052499999999","ภาคกลาง","AIS","Top up TELCO",10.0,1,17,54,3,2,2
"VDC46653","0 "," 0","Offline","AIS","Top up TELCO",200.0,1,11,43,2,25,10
"VDC46667","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,12,6,0,20,11
"VDC46842","15.3320733333333354 "," 102.17488166666665","ภาคกลาง","TRUE","Top up TELCO",10.0,1,21,28,5,18,3
"VDC46937","0 "," 0","Offline","AIS","Top up TELCO",200.0,1,0,10,4,7,7
"VDC46941","0 "," 0","Offline","DTAC","Top up TELCO",10.0,1,14,57,1,7,11
"VDC46950","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,23,5,4,12,5
"VDC46987","0 "," 0","Offline","AIS","Top up TELCO",40.0,1,9,55,2,1,11
"VDC46995","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,14,43,1,26,12
"VDC47093","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",80.0,1,19,11,4,22,12
"VDC47171","13.6508933333333324 "," 100.448176666666683","ภาคกลาง","SBMTOPUPWALLET","SBMTOPUPWALLET",50.0,1,16,50,2,28,6
"VDC47203","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,20,14,4,10,2
"VDC47266","14.914081666666668 "," 100.467085000000012","ภาคกลาง","DTACPROSERM","Add Package",59.0,1,20,37,6,10,12
"VDC47282","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,21,15,3,1,6
"VDC47359","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,15,18,2,20,12
"VDC47374","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,7,13,5,29,4
"VDC47417","0 "," 0","Offline","TRUE","Top up TELCO",200.0,1,17,25,3,11,5
"VDC47435","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,1,18,14,5,30,12
"VDC47636","14.6090199999999975 "," 102.028745000000015","ภาคกลาง","TMNTOPUP","Top up Wallet",45.0,1,12,45,1,12,12
"VDC47823","0 "," 0","Offline","TRUEPROSERM","Add Package",27.0,1,9,22,5,2,12
"VDC47916","15.0378816666666655 "," 100.543989999999994","ภาคกลาง","TMNEPIN","TMNEPIN",50.0,1,17,8,5,16,12
"VDC48028","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,20,9,4,22,12
"VDC48057","13.6103516666666682 "," 100.212681666666654","ภาคกลาง","TRUE","Top up TELCO",40.0,1,20,49,6,19,3
"VDC48061","0 "," 0","Offline","DTAC","Top up TELCO",50.0,1,19,19,4,29,12
"VDC48075","0 "," 0","Offline","TMNEPIN","TMNEPIN",50.0,1,21,7,4,22,9
"VDC48166","16.8017366666666668 "," 104.009896666666677","ภาคตะวันออกเฉียงเหนือ","KTBDEPOSIT","Transfer to Bank",2000.0,1,18,30,4,1,9
"VDC48380","0 "," 0","Offline","AIS","Top up TELCO",40.0,1,19,5,1,14,2
"VDC48415","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC48417","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC48423","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC48496","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",300.0,1,10,54,5,18,3
"VDC48496","0 "," 0","Offline","PEA","Bill Utility",343.29,1,10,13,6,12,3
"VDC48520","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank",300.0,1,9,34,3,8,6
"VDC48532","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",500.0,1,18,23,0,4,12
"VDC48642","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",270.0,1,13,40,4,29,12
"VDC48704","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,20,12,2,13,12
"VDC48706","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",50.0,1,10,27,3,28,12
"VDC48759","9.06238833333333282 "," 99.8358249999999856","ภาคตะวันออก","GSBDEPOSIT","Transfer to Bank",2000.0,1,21,34,5,28,1
"VDC48759","9.06238833333333282 "," 99.8358249999999856","ภาคตะวันออก","KBANKDEPOSIT","Transfer to Bank",200.0,1,22,21,0,23,1
"VDC48759","9.06238833333333282 "," 99.8358249999999856","ภาคตะวันออก","KTBDEPOSIT","Transfer to Bank",700.0,1,19,11,6,26,2
"VDC48883","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",200.0,1,21,1,1,10,1
"VDC48989","8.57698333333333451 "," 98.9199383333333202","ภาคเหนือ","AIS","Top up TELCO",30.0,1,1,39,1,5,9
"VDC49120","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",300.0,1,19,27,6,15,10
"VDC49130","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",200.0,1,15,8,0,9,10
"VDC49228","13.8112333333333321 "," 99.935821666666655","ภาคกลาง","AIS","Top up TELCO",30.0,1,8,0,0,27,3
"VDC49228","13.8112333333333321 "," 99.935821666666655","ภาคกลาง","DTAC","Top up TELCO",20.0,1,19,19,4,29,12
"VDC49236","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,7,48,5,16,9
"VDC49243","13.9863383333333324 "," 99.7018999999999949","ภาคกลาง","AIS","Top up TELCO",20.0,1,10,12,4,18,8
"VDC4936","15.9094916666666677 "," 103.544029999999992","ภาคตะวันออกเฉียงเหนือ","TRUE","Top up TELCO",100.0,1,17,45,5,7,10
"VDC49445","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,16,26,6,31,12
"VDC49477","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",100.0,1,12,17,6,2,7
"VDC49511","0 "," 0","Offline","DTACPROSERM","Add Package",24.0,1,16,20,1,12,12
"VDC49530","16.794158333333332 "," 101.285251666666682","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",180.0,1,21,42,2,22,11
"VDC49554","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC49556","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC49558","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC49577","16.727528333333332 "," 101.274053333333327","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC49591","15.2227583333333349 "," 104.323726666666673","ภาคตะวันออกเฉียงเหนือ","KBANKDEPOSIT","Transfer to Bank",500.0,1,19,16,4,20,1
"VDC49673","15.1946083333333331 "," 102.107506666666666","ภาคกลาง","AIS","Top up TELCO",10.0,1,15,34,5,8,7
"VDC49735","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",2000.0,1,13,37,4,25,8
"VDC49735","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,6,2,0,11,12
"VDC49853","0 "," 0","Offline","3BBONLINE","3BBONLINE",740.0,1,9,19,6,12,2
"VDC50083","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",500.0,1,15,2,2,7,6
"VDC50257","0 "," 0","Offline","TRUE","Top up TELCO",50.0,1,23,41,1,19,12
"VDC50409","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",300.0,1,1,10,1,23,5
"VDC50459","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,9,8,0,4,12
"VDC50469","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2000.0,1,23,22,3,2,11
"VDC50616","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",200.0,1,10,26,3,23,2
"VDC50827","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",400.0,1,9,29,6,14,5
"VDC50837","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2000.0,1,12,36,5,2,12
"VDC51020","0 "," 0","Offline","DTAC","Top up TELCO",40.0,1,7,57,3,20,4
"VDC51023","0 "," 0","Offline","AIS","Top up TELCO",200.0,1,7,35,1,1,8
"VDC51136","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,8,43,3,16,2
"VDC51217","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","19","15","5","17","6"
"VDC51254","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","20","36","6","31","12"
"VDC51271","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","17","10","4","10","11"
"VDC51286","0 "," 0","Offline","TMNTOPUP","Top up Wallet","180.00","1","11","30","0","25","12"
"VDC51444","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","300.00","1","8","7","5","21","10"
"VDC51483","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","11","0","2","4","1"
"VDC51676","14.0116399999999999 "," 99.547923333333344","ภาคกลาง","AIS","Top up TELCO","20.00","1","9","6","5","4","2"
"VDC51857","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","18","23","5","24","6"
"VDC52183","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","13","9","2","27","12"
"VDC52188","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","13","9","2","27","12"
"VDC52191","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","13","9","2","27","12"
"VDC52201","0 "," 0","Offline","DTAC","Top up TELCO","10.00","1","19","19","4","29","12"
"VDC52202","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","19","12","3","22","6"
"VDC52212","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","800.00","1","15","58","0","31","7"
"VDC52213","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","13","9","2","27","12"
"VDC52275","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","100.00","1","8","0","5","12","8"
"VDC52275","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","1000.00","1","19","23","6","17","12"
"VDC52533","0 "," 0","Offline","AIS","Top up TELCO","200.00","1","10","31","1","14","11"
"VDC52533","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank","1350.00","1","23","15","1","4","7"
"VDC52587","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","18","33","0","13","11"
"VDC52731","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","8","30","3","7","12"
"VDC52733","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","17","56","4","1","12"
"VDC52810","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","200.00","1","16","27","2","1","3"
"VDC53144","0 "," 0","Offline","AIS","Top up TELCO","30.00","1","11","25","4","18","8"
"VDC53169","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","23","29","0","11","12"
"VDC53240","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","19","22","6","26","3"
"VDC53496","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","10","18","5","21","1"
"VDC53512","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","9","8","0","4","12"
"VDC53705","0 "," 0","Offline","AIS","Top up TELCO","100.00","1","7","23","6","1","1"
"VDC54263","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","22","6","3","27","7"
"VDC54428","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","17","48","5","17","6"
"VDC54586","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","12","7","1","8","8"
"VDC54767","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank","50.00","1","10","32","2","5","4"
"VDC54767","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","100.00","1","20","30","1","21","2"
"VDC54789","0 "," 0","Offline","AISBILL","Bill TELCO","322.61","1","9","6","5","9","9"
"VDC54796","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","14","17","4","5","5"
"VDC54817","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","15","18","2","20","12"
"VDC54915","0 "," 0","Offline","AISPROSERM","Add Package","33.00","1","22","5","2","30","8"
"VDC55006","0 "," 0","Offline","3BBONLINE","3BBONLINE","632.00","1","12","45","5","14","1"
"VDC55201","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","14","45","1","28","11"
"VDC55201","0 "," 0","Offline","TRUE","Top up TELCO","10.00","1","8","25","2","31","5"
"VDC55209","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","8","27","1","20","6"
"VDC55600","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","18","50","2","9","8"
"VDC55765","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","10","39","5","11","3"
"VDC55972","0 "," 0","Offline","DTAC","Top up TELCO","50.00","1","16","29","5","20","5"
"VDC56069","14.0356983333333343 "," 99.5600099999999912","ภาคกลาง","AIS","Top up TELCO","200.00","1","2","20","6","27","8"
"VDC56069","14.0356983333333343 "," 99.5600099999999912","ภาคกลาง","GSBDEPOSITONLINE","Transfer to Bank","700.00","1","3","58","6","13","8"
"VDC56079","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","19","18","5","2","12"
"VDC56146","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","16","22","4","24","11"
"VDC5615","14.0019833333333317 "," 100.614729999999994","ภาคกลาง","TMNTOPUP","Top up Wallet","20.00","1","11","53","4","22","12"
"VDC56160","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","410.00","1","10","47","6","25","6"
"VDC56233","14.8178666666666654 "," 101.303153333333341","ภาคกลาง","PEA","Bill Utility","1131.13","1","12","50","3","19","1"
"VDC5624","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","11","53","4","22","12"
"VDC5655","12.8762966666666667 "," 101.09181333333332","ภาคใต้","TMNTOPUP","Top up Wallet","20.00","1","20","27","5","2","12"
"VDC5661","0 "," 0","Offline","DTAC","Top up TELCO","40.00","1","5","19","5","9","12"
"VDC5662","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","13","1","1","8","8"
"VDC56647","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","15","23","3","1","6"
"VDC56711","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","970.00","1","23","20","5","8","7"
"VDC56904","17.061519999999998 "," 99.0644949999999938","ภาคเหนือ","TMNTOPUP","Top up Wallet","90.00","1","17","54","6","12","2"
"VDC57026","17.1950800000000008 "," 99.7778283333333462","ภาคตะวันตก","KBANKDEPOSIT","Transfer to Bank","200.00","1","16","27","6","30","7"
"VDC5728","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","19","11","1","31","10"
"VDC57359","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","360.00","1","9","47","2","18","1"
"VDC57607","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","18","34","5","14","1"
"VDC57612","-8.59687333333333292 "," -162.614868333333305",NULL,"PEA","Bill Utility","214.87","1","14","49","2","25","1"
"VDC57628","0 "," 0","Offline","PEA","Bill Utility","1366.71","1","15","31","3","23","2"
"VDC57631","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","390.00","1","19","16","3","2","11"
"VDC58011","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","10","4","1","29","8"
"VDC58011","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","12","36","2","6","9"
"VDC58023","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","13","35","5","8","7"
"VDC58541","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","19","41","2","10","5"
"VDC58752","0 "," 0","Offline","PEA","Bill Utility","1007.84","1","11","47","0","14","8"
"VDC58776","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","200.00","1","8","42","2","11","1"
"VDC58930","16.4307183333333349 "," 101.15103666666667","ภาคกลาง","TMNTOPUP","Top up Wallet","45.00","1","23","10","3","12","10"
"VDC58942","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","13","9","2","27","12"
"VDC58950","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","13","9","2","27","12"
"VDC58954","15.6179833333333331 "," 100.992005000000006","ภาคกลาง","AIS","Top up TELCO","10.00","1","13","9","2","27","12"
"VDC59103","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","8","21","4","24","11"
"VDC59269","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","2000.00","1","14","52","5","23","9"
"VDC59329","0 "," 0","Offline","PEA","Bill Utility","522.33","1","11","31","4","25","8"
"VDC59378","0 "," 0","Offline","AISBILL","Bill TELCO","619.55","1","15","22","4","29","12"
"VDC59378","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","700.00","1","18","32","5","9","12"
"VDC59444","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","8","59","3","2","2"
"VDC59482","12.6656233333333343 "," 99.7992783333333477","ภาคเหนือ","DTAC","Top up TELCO","10.00","1","11","26","6","2","4"
"VDC59583","13.5867016666666665 "," 100.697136666666665","ภาคกลาง","TMNTOPUP","Top up Wallet","90.00","1","11","29","0","9","10"
"VDC59620","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","20.00","1","20","59","0","27","11"
"VDC59624","13.9875516666666648 "," 100.609956666666676","ภาคกลาง","AISPROSERM","Add Package","21.00","1","8","53","4","15","9"
"VDC59626","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","13","0","6","16","4"
"VDC59626","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","13","37","6","12","11"
"VDC59629","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","16","32","0","11","9"
"VDC59635","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","13","14","1","5","9"
"VDC59635","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","19","10","4","29","12"
"VDC59657","17.227176666666665 "," 104.45842833333333","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO","10.00","1","16","51","3","22","6"
"VDC59834","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","200.00","1","20","7","6","22","1"
"VDC59865","0 "," 0","Offline","PEA","Bill Utility","230.40","1","10","22","0","6","3"
"VDC59878","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","11","37","6","11","6"
"VDC60008","0 "," 0","Offline","DTAC","Top up TELCO","10.00","1","14","6","6","5","3"
"VDC60093","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","12","12","0","21","8"
"VDC60096","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","14","43","6","24","12"
"VDC60109","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","14","49","1","11","4"
"VDC60185","0 "," 0","Offline","3BBONLINE","3BBONLINE","674.00","1","6","24","3","26","1"
"VDC60185","0 "," 0","Offline","TRUE","Top up TELCO","10.00","1","6","25","5","26","8"
"VDC60252","15.7299249999999997 "," 103.064831666666663","ภาคตะวันออกเฉียงเหนือ","TRUE","Top up TELCO","50.00","1","17","40","5","18","2"
"VDC60269","0 "," 0","Offline","PEA","Bill Utility","1792.50","1","10","6","6","26","3"
"VDC60357","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","500.00","1","14","39","3","6","7"
"VDC60359","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","13","1","6","26","11"
"VDC60453","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","11","53","4","22","12"
"VDC60527","0 "," 0","Offline","TRIPLETBB","Bill TELCO","632.00","1","13","0","5","8","4"
"VDC60551","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank","1000.00","1","10","54","2","18","1"
"VDC60551","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","110.00","1","14","16","5","22","7"
"VDC60551","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","1000.00","1","18","59","3","16","2"
"VDC60613","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","18","37","3","15","6"
"VDC60643","17.315764999999999 "," 104.791176666666672","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO","50.00","1","20","48","6","19","11"
"VDC60643","17.315764999999999 "," 104.791176666666672","ภาคตะวันออกเฉียงเหนือ","AISBILL","Bill TELCO","651.63","1","16","48","5","4","2"
"VDC60643","17.315764999999999 "," 104.791176666666672","ภาคตะวันออกเฉียงเหนือ","GSBDEPOSITONLINE","Transfer to Bank","500.00","1","9","24","3","28","9"
"VDC60702","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","500.00","1","8","12","6","16","4"
"VDC60792","0 "," 0","Offline","DTAC","Top up TELCO","50.00","1","13","26","6","26","2"
"VDC60792","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","1000.00","1","16","19","1","7","2"
"VDC60826","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","200.00","1","13","52","1","7","3"
"VDC60952","0 "," 0","Offline","TRIPLETBB","Bill TELCO","632.00","1","9","55","2","9","8"
"VDC60960","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","500.00","1","10","25","4","19","5"
"VDC61012","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","20","19","4","20","10"
"VDC61422","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","500.00","1","17","47","1","14","2"
"VDC61422","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","1000.00","1","19","28","5","11","2"
"VDC61672","0 "," 0","Offline","APLAY","APLAY","0.00","1","8","32","0","16","10"
"VDC61821","0 "," 0","Offline","DTAC","Top up TELCO","40.00","1","5","14","3","3","8"
"VDC620","16.3226900000000015 "," 103.298863333333344","ภาคตะวันออกเฉียงเหนือ","DTAC","Top up TELCO","10.00","1","9","54","5","7","1"
"VDC62110","0 "," 0","Offline","TRUE","Top up TELCO","100.00","1","17","40","5","18","2"
"VDC62135","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","2000.00","1","12","42","4","18","8"
"VDC62307","13.6517316666666684 "," 100.405828333333346","ภาคกลาง","TRUE","Top up TELCO","20.00","1","13","20","3","2","3"
"VDC62312","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","8","48","2","2","8"
"VDC62314","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","15","18","2","20","12"
"VDC62321","13.9640533333333341 "," 100.514016666666677","ภาคกลาง","DTACPROSERM","Add Package","34.00","1","14","48","4","23","6"
"VDC62335","0 "," 0","Offline","DTAC","Top up TELCO","30.00","1","10","25","1","17","10"
"VDC62347","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","11","31","3","14","9"
"VDC62348","0 "," 0","Offline","AIS","Top up TELCO","100.00","1","21","13","1","14","11"
"VDC62353","0 "," 0","Offline","DTAC","Top up TELCO","30.00","1","8","40","1","19","12"
"VDC62356","0 "," 0","Offline","TRUEPROSERM","Add Package","27.00","1","11","39","3","7","12"
