"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC29883","14.889406666666666 "," 100.411433333333335","ภาคกลาง","TMNTOPUP","Top up Wallet",475.0,14,18,6,5,30,12
"VDC63995","0 "," 0","Offline","AIS","Top up TELCO",780.0,14,5,50,6,12,11
"VDC64260","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",4665.0,14,10,14,4,31,3
"VDC31799","13.7773950000000021 "," 100.480246666666673","ภาคกลาง","AIS","Top up TELCO",450.0,14,9,13,0,18,12
"VDC48342","0 "," 0","Offline","TMNTOPUP","Top up Wallet",2115.0,14,12,4,1,3,10
"VDC46958","0 "," 0","Offline","TRUEPROSERM","Add Package",462.0,14,19,31,6,31,12
"VDC5446","17.3274766666666657 "," 104.041139999999999","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",1035.0,14,11,11,0,16,10
"VDC48358","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1030.0,13,11,12,1,26,12
"VDC63955","0 "," 0","Offline","AIS","Top up TELCO",380.0,13,18,13,6,3,12
"VDC43931","0 "," 0","Offline","AIS","Top up TELCO",1060.0,13,17,39,6,24,9
"VDC31851","17.0780433333333335 "," 104.58049166666666","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",390.0,13,9,59,1,13,6
"VDC39245","7.544011666666667 "," 99.6169966666666653","ภาคตะวันออก","TRUE","Top up TELCO",590.0,13,12,26,2,13,12
"VDC54767","0 "," 0","Offline","DTAC","Top up TELCO",520.0,13,18,57,6,1,10
"VDC42954","0 "," 0","Offline","AIS","Top up TELCO",1220.0,13,18,38,3,28,12
"VDC54915","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",5458.0,13,21,57,6,24,12
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",2700.0,13,9,32,4,29,9
"VDC61821","0 "," 0","Offline","TRUE","Top up TELCO",220.0,13,6,3,5,16,12
"VDC45310","0 "," 0","Offline","TMNTOPUP","Top up Wallet",955.0,13,18,6,2,27,12
"AJT42119","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",4180.0,13,18,7,4,29,12
"VDC45671","0 "," 0","Offline","TMNTOPUP","Top up Wallet",310.0,13,17,41,2,26,7
"VDC62490","0 "," 0","Offline","PEA","Bill Utility",6832.87,13,9,16,3,28,12
"VDC69775","0 "," 0","Offline","AIS","Top up TELCO",260.0,13,6,54,3,28,12
"VDC44388","0 "," 0","Offline","AIS","Top up TELCO",580.0,12,10,20,0,25,12
"VDC48048","0 "," 0","Offline","TMNTOPUP","Top up Wallet",780.0,12,5,27,6,24,12
"VDC4364","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",11300.0,12,12,59,0,21,8
"VDC51508","0 "," 0","Offline","TMNTOPUP","Top up Wallet",340.0,12,20,11,5,30,12
"VDC60643","17.315764999999999 "," 104.791176666666672","ภาคตะวันออกเฉียงเหนือ","KTBDEPOSIT","Transfer to Bank",14320.0,12,22,56,2,6,12
"AJT64715","0 "," 0","Offline","AIS","Top up TELCO",260.0,12,18,20,1,19,12
"VDC55402","0 "," 0","Offline","TMNTOPUP","Top up Wallet",990.0,12,17,48,1,9,5
"VDC35026","0 "," 0","Offline","TMNTOPUP","Top up Wallet",715.0,12,7,35,2,29,11
"VDC45863","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1215.0,12,21,58,3,26,10
"VDC3972","0 "," 0","Offline","TMNTOPUP","Top up Wallet",670.0,12,14,15,0,18,12
"VDC64429","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",3938.0,12,10,20,1,25,4
"VDC34003","16.3447049999999976 "," 104.010270000000006","ภาคตะวันออกเฉียงเหนือ","TRUE","Top up TELCO",510.0,12,15,0,2,20,9
"VDC69779","0 "," 0","Offline","AIS","Top up TELCO",770.0,12,16,7,6,3,12
"VDC51444","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",1980.0,12,14,16,3,27,7
"VDC59834","0 "," 0","Offline","AIS","Top up TELCO",810.0,12,18,29,1,19,12
"VDC69576","0 "," 0","Offline","TMNTOPUP","Top up Wallet",240.0,12,21,56,6,31,12
"VDC65266","0 "," 0","Offline","DTAC","Top up TELCO",470.0,12,7,39,3,8,6
"VDC22535","8.34336833333333239 "," 100.071030000000007","ภาคตะวันออก","AIS","Top up TELCO",380.0,12,17,56,4,1,12
"VDC45641","0 "," 0","Offline","AIS","Top up TELCO",180.0,12,13,9,2,27,12
"VDC57026","17.1950800000000008 "," 99.7778283333333462","ภาคตะวันตก","PEA","Bill Utility",4870.17,12,7,7,5,9,9
"VDC55984","0 "," 0","Offline","PEA","Bill Utility",3801.26,12,20,4,1,28,11
"VDC26668","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",5700.0,11,14,54,3,31,8
"VDC60327","0 "," 0","Offline","PEA","Bill Utility",6418.98,11,8,35,1,12,12
"VDC54423","0 "," 0","Offline","PEA","Bill Utility",7886.39,11,11,19,1,11,4
"VDC16586","0 "," 0","Offline","AIS","Top up TELCO",280.0,11,22,23,4,29,12
"VDC62763","0 "," 0","Offline","TMNTOPUP","Top up Wallet",685.0,11,12,38,6,24,12
"VDC52275","0 "," 0","Offline","3BBONLINE","3BBONLINE",4114.0,11,15,45,5,2,12
"VDC41906","16.5454983333333345 "," 104.715620000000001","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",245.0,11,17,16,2,20,12
"AJT48546","0 "," 0","Offline","AIS","Top up TELCO",820.0,11,17,4,0,4,12
"VDC65266","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2095.0,11,16,0,3,18,5
"VDC66256","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2073.0,11,10,11,4,29,12
"VDC60058","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",5400.0,11,8,51,4,29,12
"VDC42933","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2650.0,11,19,12,1,9,5
"VDC67546","0 "," 0","Offline","TMNTOPUP","Top up Wallet",460.0,11,11,1,2,15,11
"VDC59878","0 "," 0","Offline","3BBONLINE","3BBONLINE",6950.0,11,19,42,3,14,12
"VDC45310","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",4450.0,11,11,48,0,13,11
"VDC64779","0 "," 0","Offline","DTACPOSTPAIDONLINE","Bill TELCO",4948.0,11,11,18,0,11,12
"VDC48255","14.0707383333333347 "," 99.4911300000000125","ภาคเหนือ","KTBDEPOSIT","Transfer to Bank",6710.0,11,11,24,6,31,12
"VDC48262","13.8284666666666674 "," 99.9392966666666638","ภาคกลาง","DTAC","Top up TELCO",290.0,11,19,19,4,29,12
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",1050.0,11,15,56,2,18,10
"VDC41045","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank",11350.0,11,19,53,4,30,6
"VDC40057","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1080.0,11,14,1,6,31,12
"VDC63542","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1095.0,11,12,21,4,22,12
"VDC52514","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1505.0,11,11,12,1,26,12
"VDC51671","0 "," 0","Offline","AIS","Top up TELCO",1320.0,11,8,34,2,27,12
"VDC36138","0 "," 0","Offline","AIS","Top up TELCO",130.0,11,13,9,2,27,12
"AJT60079","0 "," 0","Offline","DTAC","Top up TELCO",390.0,11,17,52,2,2,8
"AJT30467","0 "," 0","Offline","TMNTOPUP","Top up Wallet",595.0,11,23,28,3,28,12
"VDC52739","0 "," 0","Offline","AIS","Top up TELCO",490.0,11,16,52,0,18,12
"VDC62333","0 "," 0","Offline","AIS","Top up TELCO",390.0,11,23,0,1,14,11
"VDC32206","13.5718316666666663 "," 99.7776533333333333","ภาคกลาง","AIS","Top up TELCO",380.0,10,22,23,4,29,12
"VDC36907","13.6945949999999996 "," 100.233503333333346","ภาคกลาง","TRUE","Top up TELCO",110.0,10,17,38,2,6,9
"VDC35864","15.5231700000000004 "," 103.329186666666672","ภาคตะวันออกเฉียงเหนือ","PEA","Bill Utility",3415.8,10,15,15,3,30,11
"VDC41778","0 "," 0","Offline","RABBITCARD-TOPUP","Top up Wallet",1000.0,10,7,34,5,30,12
"VDC46460","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",8240.0,10,15,1,4,31,3
"VDC29188","0 "," 0","Offline","AIS","Top up TELCO",300.0,10,19,39,6,31,12
"VDC31087","0 "," 0","Offline","AIS","Top up TELCO",110.0,10,13,9,2,27,12
"VDC61672","0 "," 0","Offline","AIS","Top up TELCO",110.0,10,16,19,2,22,11
"VDC32658","0 "," 0","Offline","TMNTOPUP","Top up Wallet",390.0,10,17,26,4,29,12
"VDC50470","0 "," 0","Offline","TMNTOPUP","Top up Wallet",625.0,10,2,6,0,7,8
"VDC62490","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",14200.0,10,11,3,3,7,12
"VDC58752","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",6293.0,10,17,12,6,20,8
"VDC46535","0 "," 0","Offline","AIS","Top up TELCO",410.0,10,21,28,3,28,12
"VDC54451","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",5000.0,10,16,22,6,5,11
"VDC66910","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",12070.0,10,13,50,4,18,8
"VDC37850","15.9844083333333327 "," 101.062685000000002","ภาคกลาง","AIS","Top up TELCO",130.0,10,13,9,2,27,12
"VDC37348","0 "," 0","Offline","AIS","Top up TELCO",400.0,10,7,42,6,17,12
"VDC37734","0 "," 0","Offline","TMNTOPUP","Top up Wallet",345.0,10,6,47,0,25,12
"VDC64785","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",2940.0,10,14,10,0,27,11
"VDC40452","15.1364466666666662 "," 100.545938333333325","ภาคกลาง","TMNTOPUP","Top up Wallet",530.0,10,11,30,0,25,12
"VDC45843","0 "," 0","Offline","DTAC","Top up TELCO",220.0,10,10,15,1,7,11
"VDC63388","13.4527683000000007 "," 101.044264999999996","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP",1100.0,10,16,13,4,10,2
"VDC68116","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,10,21,15,4,22,9
"VDC57917","0 "," 0","Offline","PEA","Bill Utility",5291.71,10,18,8,5,1,7
"VDC38751","0 "," 0","Offline","AIS","Top up TELCO",110.0,10,13,9,2,27,12
"VDC20879","0 "," 0","Offline","PEA","Bill Utility",3942.28,10,18,29,4,27,10
"VDC48075","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,10,12,41,1,31,10
"VDC15117","0 "," 0","Offline","TMNTOPUP","Top up Wallet",1050.0,10,11,19,1,14,11
"VDC61331","0 "," 0","Offline","TRUE","Top up TELCO",300.0,10,13,59,3,20,7
"VDC41045","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",2030.0,10,21,30,5,30,9
"VDC43274","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",4607.0,9,21,47,4,29,12
"VDC64429","0 "," 0","Offline","AIS","Top up TELCO",210.0,9,17,36,4,5,5
"VDC64811","0 "," 0","Offline","AIS","Top up TELCO",180.0,9,20,11,2,27,12
"VDC41576","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",900.0,9,16,17,3,14,12
"VDC67544","0 "," 0","Offline","TMNTOPUP","Top up Wallet",760.0,9,13,17,2,27,12
"VDC41658","0 "," 0","Offline","RABBITCARD-TOPUP","Top up Wallet",450.0,9,17,27,6,26,11
"VDC16692","0 "," 0","Offline","TMNTOPUP","Top up Wallet",300.0,9,11,26,3,28,12
"VDC66157","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,9,10,21,5,30,12
"VDC66787","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2000.0,9,14,48,1,26,12
"VDC50252","0 "," 0","Offline","TMNTOPUP","Top up Wallet",780.0,9,12,51,6,29,1
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",370.0,9,17,27,2,15,11
"VDC51671","0 "," 0","Offline","PWA","Bill Utility",1321.03,9,16,19,6,9,4
"AJT16552","0 "," 0","Offline","AIS","Top up TELCO",360.0,9,9,15,5,4,3
"VDC52275","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",7800.0,9,6,53,5,21,10
"VDC52921","0 "," 0","Offline","AIS","Top up TELCO",420.0,9,16,48,4,29,12
"VDC53551","0 "," 0","Offline","PEA","Bill Utility",2870.67,9,11,48,0,4,12
"VDC35864","15.5231700000000004 "," 103.329186666666672","ภาคตะวันออกเฉียงเหนือ","DTACPOSTPAIDONLINE","Bill TELCO",2900.0,9,12,53,5,16,12
"VDC72872","0 "," 0","Offline","TRUE","Top up TELCO",750.0,9,14,7,5,23,12
"AJT50748","0 "," 0","Offline","TMNTOPUP","Top up Wallet",350.0,9,11,21,6,31,12
"VDC58541","0 "," 0","Offline","AIS","Top up TELCO",260.0,9,9,46,1,16,5
"VDC44278","0 "," 0","Offline","PEA","Bill Utility",1459.83,9,19,1,6,31,12
"VDC21148","0 "," 0","Offline","AIS","Top up TELCO",90.0,9,13,9,2,27,12
"VDC59834","0 "," 0","Offline","PEA","Bill Utility",8463.02,9,9,46,6,17,12
"VDC59968","6.56159666666666652 "," 101.039584999999988","ภาคตะวันออก","AIS","Top up TELCO",580.0,9,21,6,3,26,10
"VDC37691","0 "," 0","Offline","TMNTOPUP","Top up Wallet",395.0,9,13,17,2,27,12
"VDC60612","0 "," 0","Offline","DTAC","Top up TELCO",400.0,9,6,41,0,20,11
"VDC38351","12.7508633333333332 "," 99.9581000000000159","ภาคเหนือ","AIS","Top up TELCO",630.0,9,17,44,2,20,12
"VDC60792","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1522.0,9,18,29,5,7,10
"AJT58221","0 "," 0","Offline","AIS","Top up TELCO",150.0,9,9,43,0,27,11
"VDC38928","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",7750.0,9,2,57,3,2,11
"VDC46062","13.7446166666666656 "," 100.591778333333338","ภาคกลาง","KBANKDEPOSIT","Transfer to Bank",3878.0,9,7,44,4,10,11
"VDC62801","0 "," 0","Offline","DTAC","Top up TELCO",380.0,9,14,40,1,28,11
"VDC39430","14.7936883333333338 "," 100.648453333333322","ภาคกลาง","TMNTOPUP","Top up Wallet",180.0,9,19,43,6,3,12
"VDC40157","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2230.0,9,8,43,3,12,10
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO",240.0,9,12,10,5,13,5
"VDC40452","15.1364466666666662 "," 100.545938333333325","ภาคกลาง","KBANKDEPOSIT","Transfer to Bank",4570.0,9,22,1,6,9,7
"VDC63222","0 "," 0","Offline","AIS","Top up TELCO",1190.0,9,7,43,4,24,11
"VDC45856","0 "," 0","Offline","AIS","Top up TELCO",140.0,9,14,21,4,2,6
"VDC49243","13.9863383333333324 "," 99.7018999999999949","ภาคกลาง","TMNTOPUP","Top up Wallet",435.0,9,3,32,5,26,8
"VDC34369","0 "," 0","Offline","AIS","Top up TELCO",140.0,9,13,9,2,27,12
"VDC63607","0 "," 0","Offline","TMNTOPUP","Top up Wallet",845.0,9,11,21,0,11,12
"VDC29746","13.818014999999999 "," 100.591368333333321","ภาคกลาง","AISPROSERM","Add Package",376.0,9,7,35,0,12,6
"VDC53763","13.847176666666666 "," 99.8339299999999952","ภาคกลาง","TRUEPROSERM","Add Package",224.0,8,20,42,4,29,12
"VDC47922","0 "," 0","Offline","TMNTOPUP","Top up Wallet",230.0,8,19,19,1,28,11
"VDC37734","0 "," 0","Offline","DTAC","Top up TELCO",140.0,8,5,14,3,3,8
"VDC66157","0 "," 0","Offline","AIS","Top up TELCO",230.0,8,0,10,0,25,12
"VDC61217","0 "," 0","Offline","TRUE","Top up TELCO",240.0,8,14,9,2,20,12
"AJT17754","0 "," 0","Offline","DTAC","Top up TELCO",270.0,8,22,32,6,31,12
"VDC48048","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",350.0,8,9,25,3,9,11
"VDC32135","0 "," 0","Offline","TMNTOPUP","Top up Wallet",400.0,8,10,25,5,23,12
"VDC65215","0 "," 0","Offline","TRUE","Top up TELCO",180.0,8,20,43,1,14,2
"VDC62801","0 "," 0","Offline","AIS","Top up TELCO",750.0,8,13,0,1,26,9
"VDC67717","0 "," 0","Offline","TMNTOPUP","Top up Wallet",325.0,8,3,34,1,11,7
"VDC31799","13.7773950000000021 "," 100.480246666666673","ภาคกลาง","AIS","Top up TELCO",240.0,8,19,43,1,12,12
"VDC48206","0 "," 0","Offline","AIS","Top up TELCO",100.0,8,8,27,4,5,5
"VDC44372","18.1625983333333352 "," 103.373310000000004","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",390.0,8,15,56,5,2,12
"VDC17126","0 "," 0","Offline","AIS","Top up TELCO",150.0,8,13,9,2,27,12
"VDC51641","0 "," 0","Offline","TRUE","Top up TELCO",430.0,8,6,54,4,22,12
"VDC42564","0 "," 0","Offline","AIS","Top up TELCO",120.0,8,13,9,2,27,12
"VDC48708","0 "," 0","Offline","TMNTOPUP","Top up Wallet",395.0,8,14,43,1,26,12
"VDC41576","0 "," 0","Offline","RABBITCARD-TOPUP","Top up Wallet",4800.0,8,16,17,2,20,12
"VDC47435","0 "," 0","Offline","TRUE","Top up TELCO",1330.0,8,20,33,3,27,7
"VDC15924","0 "," 0","Offline","AIS","Top up TELCO",180.0,8,19,39,6,31,12
"VDC41045","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1939.0,8,19,59,0,9,10
"VDC52735","0 "," 0","Offline","TMNTOPUP","Top up Wallet",630.0,8,14,6,2,20,12
"VDC69138","0 "," 0","Offline","TMNTOPUP","Top up Wallet",160.0,8,7,22,6,17,12
"VDC61395","15.1500149999999998 "," 103.541213333333332","ภาคตะวันออกเฉียงเหนือ","PEA","Bill Utility",6618.95,8,6,21,3,30,11
"VDC45760","17.3975883333333314 "," 102.78799166666667","ภาคตะวันออกเฉียงเหนือ","KBANKDEPOSIT","Transfer to Bank",2460.0,8,8,40,4,23,6
"VDC27332","0 "," 0","Offline","DTAC","Top up TELCO",280.0,8,0,1,0,21,8
"VDC56355","0 "," 0","Offline","AIS","Top up TELCO",240.0,8,10,21,6,17,12
"VDC62339","0 "," 0","Offline","AISPROSERM","Add Package",285.0,8,7,35,0,12,6
"VDC71796","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",900.0,8,11,58,5,23,12
"VDC43610","14.8927916666666693 "," 101.767773333333324","ภาคกลาง","PEA","Bill Utility",3557.6,8,9,23,3,21,12
"VDC59576","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",6690.0,8,12,53,3,21,12
"AJT44601","0 "," 0","Offline","TMNTOPUP","Top up Wallet",380.0,8,17,36,1,26,12
"VDC59444","0 "," 0","Offline","PEA","Bill Utility",1913.45,7,15,28,6,10,12
"VDC45711","0 "," 0","Offline","PEA","Bill Utility",1476.66,7,9,16,3,28,12
"VDC51719","0 "," 0","Offline","TMNTOPUP","Top up Wallet",190.0,7,16,13,6,11,6
"VDC49853","0 "," 0","Offline","TMNTOPUP","Top up Wallet",395.0,7,22,41,4,22,9
"VDC51676","14.0116399999999999 "," 99.547923333333344","ภาคกลาง","AIS","Top up TELCO",210.0,7,10,34,3,16,11
"VDC4364","0 "," 0","Offline","PEA","Bill Utility",1745.81,7,18,13,0,25,12
"VDC62490","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",6880.0,7,15,36,6,24,12
"VDC48262","13.8284666666666674 "," 99.9392966666666638","ภาคกลาง","TMNTOPUP","Top up Wallet",190.0,7,19,52,6,31,12
"VDC59620","0 "," 0","Offline","TMNTOPUP","Top up Wallet",355.0,7,9,16,2,8,11
"AJT44601","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1380.0,7,1,3,5,11,3
"VDC55431","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",4450.0,7,19,42,6,14,5
"VDC62656","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1220.0,7,22,54,6,17,9
"VDC22955","18.5783533333333324 "," 99.0475250000000074","ภาคเหนือ","AIS","Top up TELCO",330.0,7,10,19,3,17,8
"VDC50370","0 "," 0","Offline","TMNTOPUP","Top up Wallet",560.0,7,5,43,4,29,12
"AJT113213","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",6300.0,7,4,55,3,14,12
"VDC33370","14.5890933333333344 "," 104.616294999999994","ภาคใต้","TMNTOPUP","Top up Wallet",605.0,7,15,30,2,6,12
"AJT9806","0 "," 0","Offline","AIS","Top up TELCO",290.0,7,17,4,5,23,12
"VDC48883","0 "," 0","Offline","TRUE","Top up TELCO",170.0,7,6,40,1,16,5
"VDC72859","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1790.0,7,15,15,5,23,12
"AJT12020","0 "," 0","Offline","TMNTOPUP","Top up Wallet",260.0,7,19,27,6,13,8
"AJT54410","0 "," 0","Offline","AIS","Top up TELCO",290.0,7,23,0,1,14,11
"VDC8308","0 "," 0","Offline","TMNTOPUP","Top up Wallet",285.0,7,20,55,5,23,12
"VDC42893","0 "," 0","Offline","3BBONLINE","3BBONLINE",4437.0,7,12,19,1,11,7
"VDC49551","0 "," 0","Offline","AIS","Top up TELCO",80.0,7,13,9,2,27,12
"AJT100417","0 "," 0","Offline","TMNTOPUP","Top up Wallet",210.0,7,14,41,0,11,12
"VDC72859","0 "," 0","Offline","TRUE","Top up TELCO",270.0,7,14,7,5,23,12
"VDC60110","0 "," 0","Offline","TMNTOPUP","Top up Wallet",190.0,7,20,11,5,30,12
"VDC68469","0 "," 0","Offline","AIS","Top up TELCO",320.0,7,22,37,6,10,12
"VDC41778","0 "," 0","Offline","AIS","Top up TELCO",1240.0,7,13,26,1,19,12
"VDC71938","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",2090.0,7,17,48,2,27,12
"VDC53740","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",13000.0,7,20,43,4,28,7
"VDC63230","0 "," 0","Offline","PEA","Bill Utility",3190.25,7,11,3,5,29,4
"VDC44278","0 "," 0","Offline","AIS","Top up TELCO",170.0,7,12,37,4,13,10
"VDC7241","13.5211616666666679 "," 100.645076666666654","ภาคกลาง","KBANKDEPOSIT","Transfer to Bank",2619.0,7,6,45,6,31,12
"VDC9383","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",440.0,7,17,43,2,27,12
"AJT56195","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",5060.0,7,17,46,0,18,12
"VDC45863","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",6200.0,7,7,22,2,20,12
"VDC61262","0 "," 0","Offline","TRUEPOSTPAID","Bill TELCO",415.0,7,13,28,2,20,12
"VDC33307","14.0075316666666669 "," 100.246586666666673","ภาคกลาง","TMNTOPUP","Top up Wallet",830.0,7,9,4,5,30,12
"VDC48759","9.06238833333333282 "," 99.8358249999999856","ภาคตะวันออก","DTAC","Top up TELCO",340.0,7,0,34,0,10,7
"VDC45290","0 "," 0","Offline","TMNTOPUP","Top up Wallet",965.0,7,12,12,0,21,8
"VDC38729","16.4498399999999982 "," 101.268883333333335","ภาคกลาง","AIS","Top up TELCO",90.0,7,13,9,2,27,12
"VDC52212","0 "," 0","Offline","AIS","Top up TELCO",110.0,7,13,9,2,27,12
"VDC64516","0 "," 0","Offline","AIS","Top up TELCO",180.0,7,9,31,3,23,3
"VDC49612","0 "," 0","Offline","AIS","Top up TELCO",120.0,7,13,9,2,27,12
"VDC55673","0 "," 0","Offline","PEA","Bill Utility",1515.59,7,7,1,2,25,10
"VDC66373","0 "," 0","Offline","TMNTOPUP","Top up Wallet",780.0,7,15,56,0,9,10
"VDC51944","0 "," 0","Offline","MYCAT","Top up TELCO",150.0,7,20,24,1,26,12
"VDC28886","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1780.0,6,10,16,3,10,8
"VDC71015","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1140.0,6,15,23,5,23,12
"VDC66118","0 "," 0","Offline","AIS","Top up TELCO",130.0,6,12,8,2,20,12
"VDC32151","17.7074483333333319 "," 100.344435000000004","ภาคตะวันออกเฉียงเหนือ","AISPROSERM","Add Package",126.0,6,18,4,1,25,4
"VDC60461","0 "," 0","Offline","AIS","Top up TELCO",260.0,6,21,23,4,10,11
"AJT60079","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",11300.0,6,12,4,1,9,5
"VDC38740","0 "," 0","Offline","TMNTOPUP","Top up Wallet",120.0,6,14,5,4,8,12
"VDC50368","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1000.0,6,0,32,0,24,7
"VDC37931","0 "," 0","Offline","AIS","Top up TELCO",90.0,6,13,9,2,27,12
"VDC66637","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2220.0,6,23,0,2,15,11
