device,lat,lng,region,service,sub_service,sum_amount,count_amount,hour,minute,dofweek,day,month,No
sbm63110,NULL,NULL,NULL,debit,transfer_bankscb,300,1,12,27,3,12,10,7403
sbm63144,NULL,NULL,NULL,debit,debit,10,1,8,50,3,17,8,7404
sbm43707,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,10,1,19,55,1,18,4,7405
sbm437,NULL,NULL,NULL,transferout,transferout,10,1,16,40,6,6,8,7406
sbm165,NULL,NULL,NULL,debit_rev,debit_rev,115,1,17,47,2,24,5,7407
sbm43684,NULL,NULL,NULL,credit,topup_ktb,500,1,15,50,6,12,11,7408
sbm436,NULL,NULL,NULL,fee,fee,15,1,12,49,2,9,8,7409
sbm63145,NULL,NULL,NULL,debit,transfer_bankscb,700,1,23,22,4,6,10,7410
sbm43580,NULL,NULL,NULL,credit,commission,10.5,1,13,40,4,8,9,7411
sbm63145,NULL,NULL,NULL,manualtopup,manualtopup,90,1,15,35,4,7,7,7412
sbm43578,NULL,NULL,NULL,topup,topup,200,1,14,9,0,27,2,7413
sbm43578,NULL,NULL,NULL,credit,topup_scb,200,1,12,7,5,23,12,7414
sbm43578,NULL,NULL,NULL,credit,credit,100,1,13,7,1,14,11,7415
sbm63156,NULL,NULL,NULL,manualtopup,manualtopup,504.57,1,17,16,1,18,7,7416
sbm43571,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7417
sbm63234,NULL,NULL,NULL,credit,topup_ktb,200,1,13,0,1,14,11,7418
sbm43481,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7419
sbm63234,NULL,NULL,NULL,debit,transfer_bankscb,1100,1,13,44,5,7,10,7420
sbm63234,NULL,NULL,NULL,debit,transfer_bank_scbpayment,200,1,15,7,3,30,11,7421
sbm43458,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7422
sbm43450,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7423
sbm63296,NULL,NULL,NULL,debit,transfer_bankscb,15,1,23,15,4,6,10,7424
sbm43443,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7425
sbm43435,NULL,NULL,NULL,transferin,transferin,104,1,9,43,2,7,6,7426
sbm43435,NULL,NULL,NULL,topup,topup,100,1,22,10,2,1,3,7427
sbm43435,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7428
sbm43435,NULL,NULL,NULL,credit,topup_kbanktopup,50,1,16,20,3,23,11,7429
sbm43435,NULL,NULL,NULL,credit,topup_bbltopup,100,1,9,57,1,28,11,7430
sbm43418,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7431
sbm63301,NULL,NULL,NULL,transferout,transferout,168,1,10,53,6,27,8,7432
sbm63315,NULL,NULL,NULL,credit,topup_scb,200,1,13,2,5,11,11,7433
sbm43417,NULL,NULL,NULL,credit,payrolltopup,150,1,10,18,5,28,1,7434
sbm43415,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7435
sbm63315,NULL,NULL,NULL,debit,transfer_bank_scbpayment,200,1,14,20,6,12,11,7436
sbm63315,NULL,NULL,NULL,debit_rev,debit_rev,2000,1,9,0,3,12,10,7437
sbm43413,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7438
sbm43412,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7439
sbm63332,NULL,NULL,NULL,debit,transfer_bankscb,800,1,8,31,5,7,10,7440
sbm43411,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7441
sbm43410,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7442
sbm43408,NULL,NULL,NULL,topup,topup,54,1,7,38,4,18,8,7443
sbm43408,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7444
sbm43407,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7445
sbm43405,NULL,NULL,NULL,transferin,transferin,500,1,12,13,1,5,9,7446
sbm16031,NULL,NULL,NULL,topupfee,topupfee,15,1,16,2,3,23,3,7447
sbm43405,NULL,NULL,NULL,topup,topup,400,1,12,42,1,5,9,7448
sbm63367,NULL,NULL,NULL,debit,wash_sabuywash,10,1,11,27,4,15,12,7449
sbm43405,NULL,NULL,NULL,fee,fee,15,1,12,24,1,5,9,7450
sbm63399,NULL,NULL,NULL,topup,topup,100,1,10,6,0,10,7,7451
sbm43405,NULL,NULL,NULL,debit,topup_bank,400,1,12,24,1,5,9,7452
sbm43404,NULL,NULL,NULL,transferin,transferin,17,1,17,7,3,19,1,7453
sbm634,NULL,NULL,NULL,debit,payment,70,1,8,40,1,7,11,7454
sbm634,NULL,NULL,NULL,debit,transfer_bank_scbpayment,100,1,18,8,4,1,12,7455
sbm16031,NULL,NULL,NULL,topup,topup,2000,1,16,2,3,23,3,7456
sbm43404,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7457
sbm43403,NULL,NULL,NULL,transferin,transferin,20,1,13,27,4,21,7,7458
sbm636,NULL,NULL,NULL,transferin,transferin,30,1,8,43,6,3,9,7459
sbm43403,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7460
sbm63634,NULL,NULL,NULL,credit,topup_scb,100,1,12,42,5,11,11,7461
sbm434,NULL,NULL,NULL,transferin,transferin,1368,1,8,48,5,11,2,7462
sbm43399,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7463
sbm16031,NULL,NULL,NULL,debit,debit,1985,1,16,2,3,23,3,7464
sbm63634,NULL,NULL,NULL,debit,transfer_bank_scbpayment,100,1,11,40,1,14,11,7465
sbm43398,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7466
sbm63650,NULL,NULL,NULL,credit,topup_scb,100,1,12,43,5,11,11,7467
sbm43395,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7468
sbm15375,NULL,NULL,NULL,debit,pay,10,1,9,18,3,11,5,7469
sbm43393,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7470
sbm43387,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7471
sbm151,NULL,NULL,NULL,fee,fee,15,1,18,19,6,3,9,7472
sbm43380,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7473
sbm43378,NULL,NULL,NULL,transferin,transferin,40,1,13,12,1,15,8,7474
sbm637,NULL,NULL,NULL,debit,transfer_bankscb,100,1,23,45,1,10,10,7475
sbm43378,NULL,NULL,NULL,debit,transfer_bankscb,110,1,13,23,3,19,10,7476
sbm151,NULL,NULL,NULL,debit,transfer_bankscb,100,1,18,36,1,10,10,7477
sbm151,NULL,NULL,NULL,debit,topup_bank,95,1,18,19,6,3,9,7478
sbm43377,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7479
sbm43375,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7480
sbm43374,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7481
sbm43372,NULL,NULL,NULL,transferin,transferin,851,1,22,16,4,20,1,7482
sbm63860,NULL,NULL,NULL,topup,topup,100,1,11,5,2,19,7,7483
sbm43372,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7484
sbm43371,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7485
sbm63999,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,7,53,5,7,10,7486
sbm63999,NULL,NULL,NULL,debit_rev,debit_rev,10,1,7,56,5,30,9,7487
sbm43370,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7488
sbm43362,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7489
sbm63999,NULL,NULL,NULL,transferout,transferout,170,1,6,51,5,26,8,7490
sbm43361,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7491
sbm43360,NULL,NULL,NULL,transferin,transferin,600,1,11,40,5,18,2,7492
sbm43360,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7493
sbm149,NULL,NULL,NULL,transferin,transferin,100,1,15,15,2,18,1,7494
sbm43360,NULL,NULL,NULL,credit,topup_kbanktopup,200,1,12,16,2,22,11,7495
sbm64149,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,7,57,5,7,10,7496
sbm43359,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7497
sbm64149,NULL,NULL,NULL,manualtopup,manualtopup,90,1,17,32,3,27,7,7498
sbm43358,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7499
sbm64149,NULL,NULL,NULL,transferout,transferout,240,1,6,23,5,26,8,7500
sbm43357,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7501
sbm64150,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,8,11,5,7,10,7502
sbm43356,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7503
sbm43348,NULL,NULL,NULL,transferout,transferout,10,1,5,31,5,13,5,7504
sbm64150,NULL,NULL,NULL,transferout,transferout,130,1,6,35,5,26,8,7505
sbm43348,NULL,NULL,NULL,transferin,transferin,500,1,5,34,5,13,5,7506
sbm43348,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7507
sbm43346,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7508
sbm43344,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7509
sbm43343,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7510
sbm43342,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7511
sbm64244,NULL,NULL,NULL,topup,topup,1000,1,11,30,2,12,7,7512
sbm64252,NULL,NULL,NULL,topup,topup,100,1,3,7,4,14,7,7513
sbm43341,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7514
sbm43340,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7515
sbm43339,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7516
sbm643,NULL,NULL,NULL,debit,transfer_bankscb,75,1,19,20,3,12,10,7517
sbm149,NULL,NULL,NULL,debit,transfer_bank_scbpayment,2000,1,16,15,2,6,12,7518
sbm643,NULL,NULL,NULL,debit_rev,debit_rev,70,1,12,13,1,23,5,7519
sbm643,NULL,NULL,NULL,fee,fee,15,1,8,42,2,9,8,7520
sbm43337,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7521
sbm_dlink,NULL,NULL,NULL,debit,sbm_dlink,14144,1,19,36,1,30,5,7522
sbm43335,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7523
sbm64324,NULL,NULL,NULL,manualtopup,manualtopup,180,1,9,0,3,17,8,7524
sbm43331,NULL,NULL,NULL,transferout,transferout,500,1,5,34,5,13,5,7525
sbm64324,NULL,NULL,NULL,transferout,transferout,210,1,6,37,5,26,8,7526
sbm43331,NULL,NULL,NULL,transferin,transferin,10,1,5,31,5,13,5,7527
sbm145,NULL,NULL,NULL,transferout,transferout,100,1,12,7,1,14,3,7528
sbm43331,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7529
sbm64325,NULL,NULL,NULL,manualtopup,manualtopup,100,1,17,36,4,6,10,7530
sbm43326,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7531
sbm64325,NULL,NULL,NULL,transferout,transferout,190,1,10,51,6,27,8,7532
sbm43325,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7533
sbm64330,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,8,9,5,7,10,7534
sbm43324,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7535
sbm64330,NULL,NULL,NULL,manualtopup,manualtopup,90,1,16,51,1,25,7,7536
sbm43317,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7537
sbm64330,NULL,NULL,NULL,transferout,transferout,100,1,6,40,5,26,8,7538
sbm43316,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7539
sbm43315,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7540
sbm64348,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,8,12,5,7,10,7541
sbm43313,NULL,NULL,NULL,transferout,transferout,600,1,11,40,5,18,2,7542
sbm43313,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7543
sbm64348,NULL,NULL,NULL,transferout,transferout,190,1,6,28,5,26,8,7544
sbm64378,NULL,NULL,NULL,credit,topup_scb,100,1,20,19,3,16,11,7545
sbm64378,NULL,NULL,NULL,debit,topup_bank,100,1,15,38,4,15,9,7546
sbm64378,NULL,NULL,NULL,debit,transfer_bank_scbpayment,100,1,20,22,3,16,11,7547
sbm64378,NULL,NULL,NULL,topup,topup,100,1,15,37,4,15,9,7548
sbm64381,NULL,NULL,NULL,credit,credit,50,1,11,3,4,14,7,7549
sbm64381,NULL,NULL,NULL,topup,topup,100,1,10,58,4,14,7,7550
sbm43309,NULL,NULL,NULL,debit,transfer_bank_scbpayment,250,1,17,29,5,28,10,7551
sbm141,NULL,NULL,NULL,transferin,transferin,10,1,8,55,1,1,8,7552
sbm64386,NULL,NULL,NULL,fee,fee,15,1,9,27,5,26,8,7553
sbm64386,NULL,NULL,NULL,manualcredit,manualcredit,50,1,13,54,4,14,7,7554
sbm43308,NULL,NULL,NULL,debit,topup_bank,300,1,10,7,2,20,9,7555
sbm141,NULL,NULL,NULL,credit,credit,20,1,7,40,2,11,10,7556
sbm43306,NULL,NULL,NULL,transferin,transferin,600,1,14,11,2,12,4,7557
sbm64398,NULL,NULL,NULL,topup,topup,20,1,12,24,6,16,7,7558
sbm433,NULL,NULL,NULL,topup,topup,100,1,14,15,3,28,9,7559
sbm433,NULL,NULL,NULL,fee,fee,15,1,14,40,6,30,7,7560
sbm64435,NULL,NULL,NULL,debit,transfer_bankscb,25,1,11,27,3,26,10,7561
sbm64435,NULL,NULL,NULL,debit,transfer_bank_scbpayment,2,1,16,46,3,16,11,7562
sbm433,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,20,1,10,49,5,30,12,7563
sbm64773,NULL,NULL,NULL,debit,debit,19,1,12,49,6,27,8,7564
sbm64773,NULL,NULL,NULL,manualcredit,manualcredit,50,1,11,46,6,16,7,7565
sbm64773,NULL,NULL,NULL,topup,topup,100,1,11,32,6,16,7,7566
sbm64849,NULL,NULL,NULL,credit,commission,1.2,1,17,42,4,21,7,7567
sbm64849,NULL,NULL,NULL,credit,feecommission,6,1,17,34,4,21,7,7568
sbm1065,NULL,NULL,NULL,topup,topup,200,1,7,56,1,31,1,7569
sbm64849,NULL,NULL,NULL,topup,topup,200,1,17,31,4,21,7,7570
sbm64871,NULL,NULL,NULL,credit,commission,50,1,8,52,2,8,11,7571
sbm64874,NULL,NULL,NULL,topup,topup,100,1,18,25,4,4,8,7572
sbm43244,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7573
sbm43243,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7574
sbm64969,NULL,NULL,NULL,debit,transfer_bank_scbpayment,100,1,7,46,2,15,11,7575
sbm43240,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7576
sbm43239,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7577
sbm43238,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7578
sbm43237,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7579
sbm43237,NULL,NULL,NULL,credit,topup_kbank,500,1,8,21,4,22,12,7580
sbm43235,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7581
sbm65,NULL,NULL,NULL,credit,topup_scb,300,1,11,45,1,7,11,7582
sbm43234,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7583
sbm65,NULL,NULL,NULL,debit,transfer_bank_scbpayment,410,1,13,49,1,31,10,7584
sbm140,NULL,NULL,NULL,debit,transfer_bank_scbpayment,4,1,15,7,6,12,11,7585
sbm43233,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7586
sbm65,NULL,NULL,NULL,transferout,transferout,1200,1,10,23,5,7,1,7587
sbm43233,NULL,NULL,NULL,credit,topup_kbank,29,1,14,12,2,13,12,7588
sbm43232,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7589
sbm65245,NULL,NULL,NULL,debit,topup_bank,200,1,15,16,3,21,9,7590
sbm65245,NULL,NULL,NULL,topup,topup,200,1,12,32,3,21,9,7591
sbm43230,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7592
sbm43227,NULL,NULL,NULL,transferin,transferin,11,1,9,48,3,29,6,7593
sbm43227,NULL,NULL,NULL,debit,transfer_bank_scbpayment,2000,1,14,14,3,2,11,7594
sbm43227,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7595
sbm65533,NULL,NULL,NULL,debit,payment,45,1,8,3,6,3,12,7596
sbm65533,NULL,NULL,NULL,debit,transfer_bank_scbpayment,100,1,17,44,4,29,12,7597
sbm65533,NULL,NULL,NULL,debit,transfer_out_sbm_sbm,5,1,9,2,3,28,12,7598
sbm65533,NULL,NULL,NULL,topup,topup,100,1,16,36,3,3,8,7599
sbm65533,NULL,NULL,NULL,transferin,transferin,1,1,14,1,4,4,8,7600
sbm43221,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7601
sbm43218,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7602
sbm65543,NULL,NULL,NULL,debit,topup_bank,85,1,17,13,3,7,9,7603
sbm65543,NULL,NULL,NULL,fee,fee,15,1,17,13,3,7,9,7604
sbm43217,NULL,NULL,NULL,transferin,transferin,120,1,18,5,6,30,7,7605
sbm43217,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7606
sbm65630,NULL,NULL,NULL,topup,topup,100,1,9,1,4,4,8,7607
sbm43217,NULL,NULL,NULL,credit,topup_kbanktopup,130,1,5,36,3,28,12,7608
sbm43214,NULL,NULL,NULL,transferin,transferin,11,1,13,53,2,1,2,7609
sbm43214,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7610
sbm43206,NULL,NULL,NULL,topup,topup,200,1,11,39,1,28,2,7611
sbm43201,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7612
sbm43200,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7613
sbm65654,NULL,NULL,NULL,topup,topup,100,1,8,42,3,17,8,7614
sbm14,NULL,NULL,NULL,credit,promotion,5,1,13,52,1,3,10,7615
sbm65684,NULL,NULL,NULL,fee,fee,15,1,14,39,0,28,8,7616
sbm43198,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7617
sbm43195,NULL,NULL,NULL,transferout,transferout,99,1,18,6,3,2,2,7618
sbm65745,NULL,NULL,NULL,debit,topup_bank,150,1,20,37,2,16,8,7619
sbm65745,NULL,NULL,NULL,fee,fee,15,1,20,37,2,16,8,7620
sbm139,NULL,NULL,NULL,transferin,transferin,9,1,10,5,3,1,6,7621
sbm43195,NULL,NULL,NULL,transferin,transferin,100,1,10,20,1,25,4,7622
sbm65800,NULL,NULL,NULL,topup,topup,100,1,16,51,4,18,8,7623
sbm43195,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7624
sbm43193,NULL,NULL,NULL,debit_rev,debit_rev,999,1,15,50,4,19,5,7625
sbm65801,NULL,NULL,NULL,topup,topup,100,1,10,17,4,1,9,7626
sbm1371,NULL,NULL,NULL,transferin,transferin,225,1,12,15,4,9,6,7627
sbm43191,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7628
sbm43189,NULL,NULL,NULL,debit,transfer_bank_scbpayment,1000,1,4,46,0,25,12,7629
sbm43189,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7630
sbm43177,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7631
sbm43176,NULL,NULL,NULL,transferin,transferin,100,1,17,40,4,11,8,7632
sbm43176,NULL,NULL,NULL,debit,transfer_bank_scbpayment,468,1,11,10,1,21,11,7633
sbm43174,NULL,NULL,NULL,topup,topup,80,1,18,23,3,25,5,7634
sbm66009,NULL,NULL,NULL,debit,transfer_bankscb,75,1,13,52,0,9,10,7635
sbm43172,NULL,NULL,NULL,topup,topup,23,1,14,58,2,25,1,7636
sbm43168,NULL,NULL,NULL,transferout,transferout,655,1,20,8,2,22,3,7637
sbm43167,NULL,NULL,NULL,fee,fee,15,1,16,50,1,12,9,7638
sbm43167,NULL,NULL,NULL,debit,transfer_bank_scbpayment,219,1,10,36,1,31,10,7639
sbm43167,NULL,NULL,NULL,debit,topup_bank,1000,1,16,50,1,12,9,7640
sbm43166,NULL,NULL,NULL,debit,debit,9,1,12,52,5,7,10,7641
sbm43157,NULL,NULL,NULL,debit,topup_bank,100,1,14,21,4,22,9,7642
sbm43157,NULL,NULL,NULL,debit,payment,50,1,9,26,1,10,10,7643
sbm1371,NULL,NULL,NULL,debit,pay,203,1,12,14,3,11,5,7644
sbm66081,NULL,NULL,NULL,fee,fee,15,1,6,59,5,26,8,7645
sbm43157,NULL,NULL,NULL,credit,topup_kbanktopup,40,1,16,24,1,26,12,7646
sbm43154,NULL,NULL,NULL,transferout,transferout,889,1,15,22,2,12,4,7647
sbm1371,NULL,NULL,NULL,credit,promotion,5,1,13,45,1,1,8,7648
sbm43152,NULL,NULL,NULL,debit,transfer_bank_scbpayment,115,1,17,20,2,1,11,7649
sbm43149,NULL,NULL,NULL,fee,fee,15,1,17,52,2,16,8,7650
sbm43149,NULL,NULL,NULL,debit,transfer_bankscb,100,1,15,38,0,23,10,7651
sbm43144,NULL,NULL,NULL,fee,fee,15,1,15,10,4,4,8,7652
sbm43143,NULL,NULL,NULL,topup,topup,50,1,20,37,4,5,5,7653
sbm43142,NULL,NULL,NULL,transferout,transferout,9,1,18,10,2,10,5,7654
sbm66374,NULL,NULL,NULL,credit,activities,500,1,12,20,3,17,8,7655
sbm66374,NULL,NULL,NULL,debit,topup_bank,485,1,17,18,3,17,8,7656
sbm66374,NULL,NULL,NULL,fee,fee,15,1,17,18,3,17,8,7657
sbm43142,NULL,NULL,NULL,transferin,transferin,100,1,16,0,2,19,4,7658
sbm43139,NULL,NULL,NULL,credit,promotion,176,1,15,26,2,21,6,7659
sbm43136,NULL,NULL,NULL,topup,topup,50,1,5,41,4,13,10,7660
sbm43136,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7661
sbm43136,NULL,NULL,NULL,credit,topup_scb,200,1,6,57,5,18,11,7662
sbm88,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,50,1,16,3,1,26,12,7663
sbm43116,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7664
sbm66427,NULL,NULL,NULL,topup,topup,100,1,19,2,3,17,8,7665
sbm43116,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,36,1,9,14,0,6,11,7666
sbm431,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,20,1,14,56,4,17,11,7667
sbm43084,NULL,NULL,NULL,transferin,transferin,100,1,14,30,1,19,9,7668
sbm43084,NULL,NULL,NULL,debit,transfer_bank_scbpayment,10,1,15,28,4,15,12,7669
sbm137,NULL,NULL,NULL,transferin,transferin,100,1,17,18,4,6,1,7670
sbm43083,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7671
sbm43080,NULL,NULL,NULL,transferin,transferin,300,1,7,39,3,2,2,7672
sbm43080,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7673
sbm43079,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7674
sbm43072,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7675
sbm43071,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7676
sbm88,NULL,NULL,NULL,topup,topup,200,1,9,58,2,19,7,7677
sbm43039,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7678
sbm43010,NULL,NULL,NULL,credit,special_topup,30,1,14,44,3,20,4,7679
sbm43006,NULL,NULL,NULL,credit,commission,11.2,1,11,48,2,11,1,7680
sbm66731,NULL,NULL,NULL,credit,topup_kbank,20,1,16,58,2,6,12,7681
sbm66895,NULL,NULL,NULL,topup,topup,100,1,21,28,3,24,8,7682
sbm43004,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7683
sbm43,NULL,NULL,NULL,transferin,transferin,25,1,9,58,6,18,6,7684
sbm43,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,25,1,9,27,1,26,12,7685
sbm42976,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7686
sbm42970,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,30,1,14,2,5,7,10,7687
sbm42928,NULL,NULL,NULL,debit,prepaid_ais,200,1,0,6,5,2,12,7688
sbm42892,NULL,NULL,NULL,credit_rev,credit_rev,5.92,1,10,9,3,20,7,7689
sbm42892,NULL,NULL,NULL,credit,refundsettlement,5.92,1,11,7,3,20,7,7690
sbm42892,NULL,NULL,NULL,credit,feecommission,2,1,13,53,5,26,8,7691
sbm42892,NULL,NULL,NULL,credit,credit,5.92,1,15,51,2,19,7,7692
sbm42879,NULL,NULL,NULL,transferout,transferout,300,1,7,39,3,2,2,7693
sbm42879,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7694
sbm42866,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7695
sbm67026,NULL,NULL,NULL,debit,topup_bank,2000,1,8,38,6,1,10,7696
sbm42864,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7697
sbm67044,NULL,NULL,NULL,debit,transfer_bankscb,100,1,15,44,5,7,10,7698
sbm67044,NULL,NULL,NULL,topup,topup,100,1,23,16,2,27,9,7699
sbm67080,NULL,NULL,NULL,topup,topup,50,1,17,22,5,2,9,7700
sbm42850,NULL,NULL,NULL,transferin,transferin,59,1,9,10,1,21,2,7701
sbm42850,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7702
sbm42849,NULL,NULL,NULL,topup,topup,100,1,12,16,6,19,3,7703
sbm42849,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7704
sbm42844,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7705
sbm67144,NULL,NULL,NULL,debit,transfer_bankscb,2000,1,17,11,5,7,10,7706
sbm42843,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7707
sbm42842,NULL,NULL,NULL,debit,payrolltopup,1200,1,12,44,2,15,2,7708
sbm42830,NULL,NULL,NULL,debit,topup_bank,5,1,20,27,5,16,9,7709
sbm67269,NULL,NULL,NULL,debit,prepaid_ais,10,1,18,2,6,31,12,7710
sbm67269,NULL,NULL,NULL,debit,transfer_bank_scbpayment,128,1,9,21,1,31,10,7711
sbm67269,NULL,NULL,NULL,transferin,transferin,15,1,17,12,3,19,10,7712
sbm67293,NULL,NULL,NULL,topup,topup,100,1,15,4,4,15,9,7713
